ID_ALQUILER,DIA_ALQUILER,AÑO_RENTA,MES_RENTA,CUATRI_RENTA,TITULO_PELICULA,DESCRIPCION,AÑO,LENGUAJE,LENGUAJE_ORIGINAL,TIEMPO_RENTA,CLASIFICACION,DIRECCION,CITY,CODIGO_POSTAL,TELEFONO,NOMBRE_APELLIDO_CLIENTE,EMAIL_CLIENTE,"NOMBRE Y APELLIDO PERSONAL",EMAIL_PERSONAL,USERNAME,DIA_DEVOLUCION,MONTO,FECHA_PAGO,"ULTIMA ACTUALIZACION"
767,2005-05-29,2005,5,2,"CIDER DESIRE","A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia",2006,English,NULL,7,PG,"28 MySQL Boulevard",Woodridge,5135,947233365992,"KELLY TORRES",KELLY.TORRES@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-29,2006-02-15
768,2005-05-29,2005,5,2,"OLEANDER CLUE","A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat",2006,English,NULL,5,PG,"47 MySakila Drive",Lethbridge,52196,525518075499,"CASEY MENA",CASEY.MENA@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-07,4.99,2005-05-29,2006-02-15
769,2005-05-29,2005,5,2,"FREAKY POCUS","A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico",2006,English,NULL,7,R,"47 MySakila Drive",Lethbridge,89422,14465669789,"ISAAC OGLESBY",ISAAC.OGLESBY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,2.99,2005-05-29,2006-02-15
770,2005-05-29,2005,5,2,"MADRE GABLES","A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,86868,779461480495,"LEONARD SCHOFIELD",LEONARD.SCHOFIELD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-07,4.99,2005-05-29,2006-02-15
771,2005-05-29,2005,5,2,"BLACKOUT PRIVATE","A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan",2006,English,NULL,7,PG,"47 MySakila Drive",Lethbridge,20336,856872225376,"DERRICK BOURQUE",DERRICK.BOURQUE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,2.99,2005-05-29,2006-02-15
772,2005-05-29,2005,5,2,"RIDGEMONT SUBMARINE","A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,57380,590764256785,"ARMANDO GRUBER",ARMANDO.GRUBER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,5.99,2005-05-29,2006-02-15
773,2005-05-29,2005,5,2,"BARBARELLA STREETCAR","A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery",2006,English,NULL,6,G,"47 MySakila Drive",Lethbridge,10714,997453607116,"KEN PREWITT",KEN.PREWITT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-07,5.99,2005-05-29,2006-02-15
774,2005-05-29,2005,5,2,"DYING MAKER","A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California",2006,English,NULL,5,PG,"47 MySakila Drive",Lethbridge,89422,14465669789,"ISAAC OGLESBY",ISAAC.OGLESBY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,4.99,2005-05-29,2006-02-15
775,2005-05-29,2005,5,2,"DYNAMITE TARZAN","A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,45142,614935229095,"SHEILA WELLS",SHEILA.WELLS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,0.99,2005-05-29,2006-02-15
776,2005-05-29,2005,5,2,"VIRGINIAN PLUTO","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",2006,English,NULL,5,R,"28 MySQL Boulevard",Woodridge,10885,358178933857,"CINDY FISHER",CINDY.FISHER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,0.99,2005-05-29,2006-02-15
777,2005-05-29,2005,5,2,"BROOKLYN DESERT","A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station",2006,English,NULL,7,R,"47 MySakila Drive",Lethbridge,64875,102396298916,"RALPH MADRIGAL",RALPH.MADRIGAL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,4.99,2005-05-29,2006-02-15
778,2005-05-29,2005,5,2,"HANDICAP BOONDOCK","A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia",2006,English,NULL,4,R,"47 MySakila Drive",Lethbridge,49250,8912935608,"JAVIER ELROD",JAVIER.ELROD@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,3.99,2005-05-29,2006-02-15
779,2005-05-29,2005,5,2,"CANDLES GRAPES","A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House",2006,English,NULL,6,NC-17,"47 MySakila Drive",Lethbridge,76383,963887147572,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,6.99,2005-05-29,2006-02-15
780,2005-05-29,2005,5,2,"HILLS NEIGHBORS","A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat",2006,English,NULL,5,G,"47 MySakila Drive",Lethbridge,56883,51917807050,"JOHN FARNSWORTH",JOHN.FARNSWORTH@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,3.99,2005-05-29,2006-02-15
781,2005-05-29,2005,5,2,"ALTER VICTORY","A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,91400,613124286867,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,0.99,2005-05-29,2006-02-15
782,2005-05-29,2005,5,2,"JOON NORTHWEST","A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,97661,199514580428,"ENRIQUE FORSYTHE",ENRIQUE.FORSYTHE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,1.99,2005-05-29,2006-02-15
783,2005-05-29,2005,5,2,"PEAK FOREVER","A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft",2006,English,NULL,7,PG,"28 MySQL Boulevard",Woodridge,38594,697760867968,"HEATHER MORRIS",HEATHER.MORRIS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,5.99,2005-05-29,2006-02-15
784,2005-05-29,2005,5,2,"OTHERS SOUP","A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico",2006,English,NULL,7,PG,"47 MySakila Drive",Lethbridge,37636,256546485220,"ALBERT CROUSE",ALBERT.CROUSE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,2.99,2005-05-29,2006-02-15
785,2005-05-29,2005,5,2,"AIRPORT POLLOCK","A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,75444,255800440636,"THERESA WATSON",THERESA.WATSON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,4.99,2005-05-29,2006-02-15
786,2005-05-29,2005,5,2,"MILLION ACE","A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,57833,575081026569,"ALEXANDER FENNELL",ALEXANDER.FENNELL@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-07,9.99,2005-05-29,2006-02-15
787,2005-05-29,2005,5,2,"STREAK RIDGEMONT","A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,49521,665356572025,"SHIRLEY ALLEN",SHIRLEY.ALLEN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-07,2.99,2005-05-29,2006-02-15
788,2005-05-29,2005,5,2,"COLOR PHILADELPHIA","A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert",2006,English,NULL,6,G,"28 MySQL Boulevard",Woodridge,93655,946114054231,"WALLACE SLONE",WALLACE.SLONE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,2.99,2005-05-29,2006-02-15
789,2005-05-29,2005,5,2,"CLASH FREDDY","A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia",2006,English,NULL,6,G,"28 MySQL Boulevard",Woodridge,11892,698182547686,"MAX PITT",MAX.PITT@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,4.99,2005-05-29,2006-02-15
790,2005-05-29,2005,5,2,"NOON PAPI","A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse",2006,English,NULL,5,G,"28 MySQL Boulevard",Woodridge,36693,137809746111,"RENE MCALISTER",RENE.MCALISTER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-29,2006-02-15
791,2005-05-29,2005,5,2,"FROST HEAD","A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention",2006,English,NULL,5,PG,"47 MySakila Drive",Lethbridge,75860,195003555232,"SONIA GREGORY",SONIA.GREGORY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,0.99,2005-05-29,2006-02-15
792,2005-05-29,2005,5,2,"NEWTON LABYRINTH","A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,30065,265153400632,"DEANNA BYRD",DEANNA.BYRD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,0.99,2005-05-29,2006-02-15
793,2005-05-29,2005,5,2,"BOILED DARES","A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan",2006,English,NULL,7,PG,"47 MySakila Drive",Lethbridge,35202,105882218332,"CLAUDE HERZOG",CLAUDE.HERZOG@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,5.99,2005-05-29,2006-02-15
794,2005-05-29,2005,5,2,"HORROR REIGN","A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria",2006,English,NULL,3,R,"28 MySQL Boulevard",Woodridge,80168,307703950263,"DIANE COLLINS",DIANE.COLLINS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-05,4.99,2005-05-29,2006-02-15
795,2005-05-29,2005,5,2,"CHAINSAW UPTOWN","A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,26284,380077794770,"CLAYTON BARBEE",CLAYTON.BARBEE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,0.99,2005-05-29,2006-02-15
796,2005-05-29,2005,5,2,"MONSTER SPARTACUS","A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,58327,998009777982,"JESSICA HALL",JESSICA.HALL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,2.99,2005-05-29,2006-02-15
797,2005-05-29,2005,5,2,"FIREBALL PHILADELPHIA","A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft",2006,English,NULL,4,PG,"47 MySakila Drive",Lethbridge,27722,569868543137,"VIOLA HANSON",VIOLA.HANSON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,1.99,2005-05-29,2006-02-15
798,2005-05-29,2005,5,2,"DOUBLE WRATH","A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,English,NULL,4,R,"47 MySakila Drive",Lethbridge,4285,23712411567,"EMMA BOYD",EMMA.BOYD@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,0.99,2005-05-29,2006-02-15
799,2005-05-29,2005,5,2,"GRAFFITI LOVE","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,87212,572068624538,"FREDERICK ISBELL",FREDERICK.ISBELL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,4.99,2005-05-29,2006-02-15
800,2005-05-29,2005,5,2,"BRIDE INTRIGUE","A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans",2006,English,NULL,7,G,"28 MySQL Boulevard",Woodridge,66546,206060652238,"GREG ROBINS",GREG.ROBINS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,0.99,2005-05-29,2006-02-15
801,2005-05-29,2005,5,2,"GILMORE BOILED","A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat",2006,English,NULL,5,R,"47 MySakila Drive",Lethbridge,61507,516647474029,"LUIS YANEZ",LUIS.YANEZ@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,1.99,2005-05-29,2006-02-15
802,2005-05-29,2005,5,2,"CONEHEADS SMOOCHY","A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria",2006,English,NULL,7,NC-17,"47 MySakila Drive",Lethbridge,58866,689199636560,"JUAN FRALEY",JUAN.FRALEY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,4.99,2005-05-29,2006-02-15
803,2005-05-29,2005,5,2,"GARDEN ISLAND","A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback",2006,English,NULL,3,G,"28 MySQL Boulevard",Woodridge,65213,627705991774,"AMY LOPEZ",AMY.LOPEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,4.99,2005-05-29,2006-02-15
804,2005-05-29,2005,5,2,"STRANGER STRANGERS","A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,58194,275788967899,"DOLORES WAGNER",DOLORES.WAGNER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,9.99,2005-05-29,2006-02-15
805,2005-05-29,2005,5,2,"POLISH BROOKLYN","A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,31390,588964509072,"CONSTANCE REID",CONSTANCE.REID@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-07,3.99,2005-05-29,2006-02-15
806,2005-05-29,2005,5,2,"LIES TREATMENT","A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station",2006,English,NULL,7,NC-17,"47 MySakila Drive",Lethbridge,90920,746251338300,"RICKY SHELBY",RICKY.SHELBY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,4.99,2005-05-29,2006-02-15
807,2005-05-29,2005,5,2,"JADE BUNCH","A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station",2006,English,NULL,6,NC-17,"28 MySQL Boulevard",Woodridge,76448,610173756082,"JACKIE LYNCH",JACKIE.LYNCH@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,2.99,2005-05-29,2006-02-15
808,2005-05-29,2005,5,2,"HOBBIT ALIEN","A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station",2006,English,NULL,5,PG-13,"28 MySQL Boulevard",Woodridge,80720,449216226468,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,3.99,2005-05-29,2006-02-15
809,2005-05-29,2005,5,2,"INDIAN LOVE","A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House",2006,English,NULL,4,NC-17,"28 MySQL Boulevard",Woodridge,73431,516331171356,"DELORES HANSEN",DELORES.HANSEN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-05,3.99,2005-05-29,2006-02-15
810,2005-05-29,2005,5,2,"MALTESE HOPE","A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,56380,262744791493,"ARTHUR SIMPKINS",ARTHUR.SIMPKINS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,4.99,2005-05-29,2006-02-15
811,2005-05-29,2005,5,2,"WEDDING APOLLO","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",2006,English,NULL,3,PG,"28 MySQL Boulevard",Woodridge,13496,794553031307,"TONY CARRANZA",TONY.CARRANZA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,1.99,2005-05-29,2006-02-15
812,2005-05-29,2005,5,2,"DORADO NOTTING","A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California",2006,English,NULL,5,NC-17,"28 MySQL Boulevard",Woodridge,66851,460795526514,"ARLENE HARVEY",ARLENE.HARVEY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,4.99,2005-05-29,2006-02-15
813,2005-05-29,2005,5,2,"WYOMING STORM","A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,46069,64536069371,"HENRY BILLINGSLEY",HENRY.BILLINGSLEY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,5.99,2005-05-29,2006-02-15
814,2005-05-29,2005,5,2,"GABLES METROPOLIS","A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,4285,23712411567,"EMMA BOYD",EMMA.BOYD@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-07,6.99,2005-05-29,2006-02-15
815,2005-05-29,2005,5,2,"SOUP WISDOM","A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,16266,517338314235,"BETTY WHITE",BETTY.WHITE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,0.99,2005-05-29,2006-02-15
816,2005-05-29,2005,5,2,"CHARADE DUFFEL","A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention",2006,English,NULL,3,PG,"28 MySQL Boulevard",Woodridge,42123,131912793873,"DUSTIN GILLETTE",DUSTIN.GILLETTE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,7.99,2005-05-29,2006-02-15
817,2005-05-29,2005,5,2,"ARTIST COLDBLOODED","A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California",2006,English,NULL,5,NC-17,"28 MySQL Boulevard",Woodridge,12905,62127829280,"DWAYNE OLVERA",DWAYNE.OLVERA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,2.99,2005-05-29,2006-02-15
818,2005-05-29,2005,5,2,"TITANS JERK","A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,97960,908029859266,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,4.99,2005-05-29,2006-02-15
819,2005-05-29,2005,5,2,"CHANCE RESURRECTION","A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China",2006,English,NULL,3,R,"28 MySQL Boulevard",Woodridge,39529,59634255214,"CHESTER BENNER",CHESTER.BENNER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,3.99,2005-05-29,2006-02-15
820,2005-05-29,2005,5,2,"MEET CHOCOLATE","A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,37551,161968374323,"LAURA RODRIGUEZ",LAURA.RODRIGUEZ@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-07,8.99,2005-05-29,2006-02-15
821,2005-05-29,2005,5,2,"ROMAN PUNK","A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin",2006,English,NULL,7,NC-17,"28 MySQL Boulevard",Woodridge,87272,55477302294,"ROGER QUINTANILLA",ROGER.QUINTANILLA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,0.99,2005-05-29,2006-02-15
822,2005-05-29,2005,5,2,"MILLION ACE","A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,28165,435118527255,"COREY HAUSER",COREY.HAUSER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-07,9.99,2005-05-29,2006-02-15
823,2005-05-29,2005,5,2,"RANGE MOONWALKER","A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,52625,406784385440,"MARIO CHEATHAM",MARIO.CHEATHAM@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,4.99,2005-05-29,2006-02-15
824,2005-05-29,2005,5,2,"SCORPION APOLLO","A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,97056,738968474939,"KEITH RICO",KEITH.RICO@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,4.99,2005-05-29,2006-02-15
825,2005-05-29,2005,5,2,"CLEOPATRA DEVIL","A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon",2006,English,NULL,6,PG-13,"28 MySQL Boulevard",Woodridge,57810,333390595558,"BILLY POULIN",BILLY.POULIN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,0.99,2005-05-29,2006-02-15
826,2005-05-29,2005,5,2,"JUGGLER HARDLY","A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,10800,403404780639,"GERTRUDE CASTILLO",GERTRUDE.CASTILLO@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-08,6.99,2005-05-29,2006-02-15
827,2005-05-29,2005,5,2,"ALASKA PHANTOM","A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,95093,844018348565,"BYRON BOX",BYRON.BOX@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,2.99,2005-05-29,2006-02-15
828,2005-05-29,2005,5,2,"LUCKY FLYING","A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat",2006,English,NULL,7,PG-13,"47 MySakila Drive",Lethbridge,22474,778502731092,"AGNES BISHOP",AGNES.BISHOP@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-29,2006-02-15
829,2005-05-29,2005,5,2,"GOLDMINE TYCOON","A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback",2006,English,NULL,6,R,"47 MySakila Drive",Lethbridge,57810,333390595558,"BILLY POULIN",BILLY.POULIN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-06,2.99,2005-05-29,2006-02-15
830,2005-05-29,2005,5,2,"SALUTE APOLLO","A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,83579,448477190408,"LINDA WILLIAMS",LINDA.WILLIAMS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,2.99,2005-05-29,2006-02-15
831,2005-05-29,2005,5,2,"STRANGERS GRAFFITI","A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,51369,442673923363,"RAUL FORTIER",RAUL.FORTIER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-06,8.99,2005-05-29,2006-02-15
832,2005-05-29,2005,5,2,"FANTASY TROOPERS","A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,81037,931059836497,"JILL HAWKINS",JILL.HAWKINS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-07,3.99,2005-05-29,2006-02-15
833,2005-05-29,2005,5,2,"OPEN AFRICAN","A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat",2006,English,NULL,7,PG,"28 MySQL Boulevard",Woodridge,72410,214976066017,"TRAVIS ESTEP",TRAVIS.ESTEP@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,4.99,2005-05-29,2006-02-15
834,2005-05-29,2005,5,2,"SHOW LORD","A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,67912,48417642933,"SARA PERRY",SARA.PERRY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,4.99,2005-05-29,2006-02-15
