ID_ALQUILER;DIA_ALQUILER;A��O_R;MES_RENTA;CUATRI_RENTA;TITULO_PELICULA;DESCRIPCION;A�;LENGUAJE;LENGUAJE_ORIGINAL;TIEMPO_RENTA;CLASIFICACION;DIRECCION;CITY;CODIGO_POSTAL;TELEFONO;NOMBRE_APELLIDO_CLIENTE;EMAIL_CLIENTE;NOMBRE Y APELLIDO PERSONAL;EMAIL_PERSONAL;USERNAME;DIA_DEVOLUCION;MONTO;FECHA_PAGO;ULTIMA ACTUALIZACION;;;;
823;29/5/2005;2005;5;2;RANGE MOONWALKER;A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon;2006;English;NULL;3;PG;47 MySakila Drive;Lethbridge;52625;4,06784E+11;MARIO CHEATHAM;MARIO.CHEATHAM@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;4.99;29/5/2005;15/2/2006;;;;
824;29/5/2005;2005;5;2;SCORPION APOLLO;A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House;2006;English;NULL;3;NC-17;47 MySakila Drive;Lethbridge;97056;7,38968E+11;KEITH RICO;KEITH.RICO@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;4.99;29/5/2005;15/2/2006;;;;
825;29/5/2005;2005;5;2;CLEOPATRA DEVIL;A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon;2006;English;NULL;6;PG-13;28 MySQL Boulevard;Woodridge;57810;3,33391E+11;BILLY POULIN;BILLY.POULIN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;0.99;29/5/2005;15/2/2006;;;;
826;29/5/2005;2005;5;2;JUGGLER HARDLY;A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California;2006;English;NULL;4;PG-13;47 MySakila Drive;Lethbridge;10800;4,03405E+11;GERTRUDE CASTILLO;GERTRUDE.CASTILLO@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;8/6/2005;6.99;29/5/2005;15/2/2006;;;;
827;29/5/2005;2005;5;2;ALASKA PHANTOM;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;English;NULL;6;PG;47 MySakila Drive;Lethbridge;95093;8,44018E+11;BYRON BOX;BYRON.BOX@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;2.99;29/5/2005;15/2/2006;;;;
828;29/5/2005;2005;5;2;LUCKY FLYING;A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;22474;7,78503E+11;AGNES BISHOP;AGNES.BISHOP@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;2.99;29/5/2005;15/2/2006;;;;
829;29/5/2005;2005;5;2;GOLDMINE TYCOON;A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback;2006;English;NULL;6;R;47 MySakila Drive;Lethbridge;57810;3,33391E+11;BILLY POULIN;BILLY.POULIN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;2.99;29/5/2005;15/2/2006;;;;
830;29/5/2005;2005;5;2;SALUTE APOLLO;A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;83579;4,48477E+11;LINDA WILLIAMS;LINDA.WILLIAMS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;2.99;29/5/2005;15/2/2006;;;;
831;29/5/2005;2005;5;2;STRANGERS GRAFFITI;A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;51369;4,42674E+11;RAUL FORTIER;RAUL.FORTIER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;6/6/2005;8.99;29/5/2005;15/2/2006;;;;
832;29/5/2005;2005;5;2;FANTASY TROOPERS;A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention;2006;English;NULL;6;PG-13;47 MySakila Drive;Lethbridge;81037;9,3106E+11;JILL HAWKINS;JILL.HAWKINS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;3.99;29/5/2005;15/2/2006;;;;
833;29/5/2005;2005;5;2;OPEN AFRICAN;A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat;2006;English;NULL;7;PG;28 MySQL Boulevard;Woodridge;72410;2,14976E+11;TRAVIS ESTEP;TRAVIS.ESTEP@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;4.99;29/5/2005;15/2/2006;;;;
834;29/5/2005;2005;5;2;SHOW LORD;A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan;2006;English;NULL;3;PG-13;28 MySQL Boulevard;Woodridge;67912;48417642933;SARA PERRY;SARA.PERRY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;30/5/2005;4.99;29/5/2005;15/2/2006;;;;
835;29/5/2005;2005;5;2;BERETS AGENT;A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China;2006;English;NULL;5;PG-13;28 MySQL Boulevard;Woodridge;32716;9,34352E+11;BOBBY BOUDREAU;BOBBY.BOUDREAU@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;2.99;29/5/2005;15/2/2006;;;;
836;29/5/2005;2005;5;2;POND SEATTLE;A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;13203;3,20471E+11;HARRY ARCE;HARRY.ARCE@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;2.99;29/5/2005;15/2/2006;;;;
837;30/5/2005;2005;5;2;DECEIVER BETRAYED;A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India;2006;English;NULL;7;NC-17;47 MySakila Drive;Lethbridge;47753;7,34781E+11;BERNICE WILLIS;BERNICE.WILLIS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;0.99;30/5/2005;15/2/2006;;;;
838;30/5/2005;2005;5;2;NOON PAPI;A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse;2006;English;NULL;5;G;28 MySQL Boulevard;Woodridge;37469;1,11177E+11;NATHANIEL ADAM;NATHANIEL.ADAM@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;6/6/2005;4.99;30/5/2005;15/2/2006;;;;
839;30/5/2005;2005;5;2;HEAVENLY GUN;A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat;2006;English;NULL;5;NC-17;47 MySakila Drive;Lethbridge;52368;6,47899E+11;JERRY JORDON;JERRY.JORDON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;8/6/2005;8.99;30/5/2005;15/2/2006;;;;
840;30/5/2005;2005;5;2;TEMPLE ATTRACTION;A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia;2006;English;NULL;5;PG;28 MySQL Boulevard;Woodridge;1079;18581624103;RACHEL BARNES;RACHEL.BARNES@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;4.99;30/5/2005;15/2/2006;;;;
841;30/5/2005;2005;5;2;VIDEOTAPE ARSENIC;A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia;2006;English;NULL;4;NC-17;47 MySakila Drive;Lethbridge;69973;9,00236E+11;JESSE SCHILLING;JESSE.SCHILLING@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;4.99;30/5/2005;15/2/2006;;;;
842;30/5/2005;2005;5;2;LABYRINTH LEAGUE;A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert;2006;English;NULL;6;PG-13;28 MySQL Boulevard;Woodridge;14408;9,1812E+11;NELLIE GARRETT;NELLIE.GARRETT@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;2.99;30/5/2005;15/2/2006;;;;
843;30/5/2005;2005;5;2;JEDI BENEATH;A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria;2006;English;NULL;7;PG;47 MySakila Drive;Lethbridge;91400;6,13124E+11;DONALD MAHON;DONALD.MAHON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;0.99;30/5/2005;15/2/2006;;;;
844;30/5/2005;2005;5;2;CANDLES GRAPES;A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;87212;5,72069E+11;FREDERICK ISBELL;FREDERICK.ISBELL@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;4.99;30/5/2005;15/2/2006;;;;
845;30/5/2005;2005;5;2;HOURS RAGE;A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia;2006;English;NULL;4;NC-17;47 MySakila Drive;Lethbridge;75444;2,558E+11;THERESA WATSON;THERESA.WATSON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;4.99;30/5/2005;15/2/2006;;;;
846;30/5/2005;2005;5;2;DARES PLUTO;A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;74428;8,76295E+11;JOYCE EDWARDS;JOYCE.EDWARDS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;2.99;30/5/2005;15/2/2006;;;;
847;30/5/2005;2005;5;2;WARDROBE PHANTOM;A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India;2006;English;NULL;6;G;28 MySQL Boulevard;Woodridge;75442;8,21477E+11;RUSSELL BRINSON;RUSSELL.BRINSON@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;6/6/2005;3.99;30/5/2005;15/2/2006;;;;
848;30/5/2005;2005;5;2;FALCON VOLUME;A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans;2006;English;NULL;5;PG-13;28 MySQL Boulevard;Woodridge;47472;1,4572E+11;TROY QUIGLEY;TROY.QUIGLEY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;5.99;30/5/2005;15/2/2006;;;;
849;30/5/2005;2005;5;2;LONELY ELEPHANT;A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia;2006;English;NULL;3;G;47 MySakila Drive;Lethbridge;21872;4,74048E+11;OSCAR AQUINO;OSCAR.AQUINO@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;7.99;30/5/2005;15/2/2006;;;;
850;30/5/2005;2005;5;2;LIES TREATMENT;A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station;2006;English;NULL;7;NC-17;28 MySQL Boulevard;Woodridge;400;6,27426E+11;BRAD MCCURDY;BRAD.MCCURDY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;4.99;30/5/2005;15/2/2006;;;;
851;30/5/2005;2005;5;2;MUSIC BOONDOCK;A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station;2006;English;NULL;7;R;47 MySakila Drive;Lethbridge;86760;7,17566E+11;DARRYL ASHCRAFT;DARRYL.ASHCRAFT@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;0.99;30/5/2005;15/2/2006;;;;
852;30/5/2005;2005;5;2;GHOST GROUNDHOG;A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India;2006;English;NULL;6;G;47 MySakila Drive;Lethbridge;77642;84794532510;NELSON CHRISTENSON;NELSON.CHRISTENSON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;4.99;30/5/2005;15/2/2006;;;;
853;30/5/2005;2005;5;2;SLEUTH ORIENT;A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India;2006;English;NULL;4;NC-17;28 MySQL Boulevard;Woodridge;64615;9,37223E+11;THELMA MURRAY;THELMA.MURRAY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;0.99;30/5/2005;15/2/2006;;;;
854;30/5/2005;2005;5;2;DALMATIONS SWEDEN;A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse;2006;English;NULL;4;PG;28 MySQL Boulevard;Woodridge;91330;5,6173E+11;FRED WHEAT;FRED.WHEAT@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;0.99;30/5/2005;15/2/2006;;;;
855;30/5/2005;2005;5;2;MALLRATS UNITED;A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery;2006;English;NULL;4;PG;47 MySakila Drive;Lethbridge;54749;3,02527E+11;NATHAN RUNYON;NATHAN.RUNYON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;3/6/2005;0.99;30/5/2005;15/2/2006;;;;
856;30/5/2005;2005;5;2;SUNRISE LEAGUE;A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse;2006;English;NULL;3;PG-13;47 MySakila Drive;Lethbridge;38594;6,97761E+11;HEATHER MORRIS;HEATHER.MORRIS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;9.99;30/5/2005;15/2/2006;;;;
857;30/5/2005;2005;5;2;MASSACRE USUAL;A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California;2006;English;NULL;6;R;47 MySakila Drive;Lethbridge;25238;6,46237E+11;ROSEMARY SCHMIDT;ROSEMARY.SCHMIDT@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;4.99;30/5/2005;15/2/2006;;;;
858;30/5/2005;2005;5;2;ELIZABETH SHANE;A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan;2006;English;NULL;7;NC-17;47 MySakila Drive;Lethbridge;5373;6,20719E+11;SAMUEL MARLOW;SAMUEL.MARLOW@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;4.99;30/5/2005;15/2/2006;;;;
859;30/5/2005;2005;5;2;PATTON INTERVIEW;A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin;2006;English;NULL;4;PG;28 MySQL Boulevard;Woodridge;1079;18581624103;RACHEL BARNES;RACHEL.BARNES@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;2.99;30/5/2005;15/2/2006;;;;
860;30/5/2005;2005;5;2;CASUALTIES ENCINO;A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery;2006;English;NULL;3;G;28 MySQL Boulevard;Woodridge;24645;75975221996;BRANDY GRAVES;BRANDY.GRAVES@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;8/6/2005;10.99;30/5/2005;15/2/2006;;;;
861;30/5/2005;2005;5;2;SMOKING BARBARELLA;A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention;2006;English;NULL;7;PG-13;47 MySakila Drive;Lethbridge;87687;8,68603E+11;BRETT CORNWELL;BRETT.CORNWELL@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;0.99;30/5/2005;15/2/2006;;;;
862;30/5/2005;2005;5;2;DWARFS ALTER;A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan;2006;English;NULL;6;G;28 MySQL Boulevard;Woodridge;59550;38158430589;JEFFREY SPEAR;JEFFREY.SPEAR@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;2.99;30/5/2005;15/2/2006;;;;
863;30/5/2005;2005;5;2;SWEDEN SHINING;A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies;2006;English;NULL;6;PG;47 MySakila Drive;Lethbridge;89294;9,24815E+11;CARLOS COUGHLIN;CARLOS.COUGHLIN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;5/6/2005;4.99;30/5/2005;15/2/2006;;;;
864;30/5/2005;2005;5;2;MUSCLE BRIGHT;A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India;2006;English;NULL;7;G;28 MySQL Boulevard;Woodridge;55676;1,69353E+11;CODY NOLEN;CODY.NOLEN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;6/6/2005;2.99;30/5/2005;15/2/2006;;;;
865;30/5/2005;2005;5;2;PRINCESS GIANT;A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank;2006;English;NULL;3;NC-17;47 MySakila Drive;Lethbridge;76990;4,99409E+11;MICHELE GRANT;MICHELE.GRANT@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;7.99;30/5/2005;15/2/2006;;;;
866;30/5/2005;2005;5;2;NORTHWEST POLISH;A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback;2006;English;NULL;5;PG;28 MySQL Boulevard;Woodridge;77948;6,57282E+11;SUSAN WILSON;SUSAN.WILSON@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;8/6/2005;6.99;30/5/2005;15/2/2006;;;;
867;30/5/2005;2005;5;2;ROOTS REMEMBER;A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin;2006;English;NULL;4;PG-13;47 MySakila Drive;Lethbridge;51540;3,3334E+11;EMILY DIAZ;EMILY.DIAZ@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;0.99;30/5/2005;15/2/2006;;;;
868;30/5/2005;2005;5;2;SHIP WONDERLAND;A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback;2006;English;NULL;5;R;47 MySakila Drive;Lethbridge;65599;6,78221E+11;CYNTHIA YOUNG;CYNTHIA.YOUNG@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;2.99;30/5/2005;15/2/2006;;;;
869;30/5/2005;2005;5;2;ROSES TREASURE;A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station;2006;English;NULL;5;PG-13;28 MySQL Boulevard;Woodridge;98573;4,29926E+11;RAMONA HALE;RAMONA.HALE@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;4.99;30/5/2005;15/2/2006;;;;
870;30/5/2005;2005;5;2;OPERATION OPERATION;A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China;2006;English;NULL;7;G;47 MySakila Drive;Lethbridge;83536;6,67736E+11;CLARENCE GAMEZ;CLARENCE.GAMEZ@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;2.99;30/5/2005;15/2/2006;;;;
871;30/5/2005;2005;5;2;ZOOLANDER FICTION;A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China;2006;English;NULL;5;R;28 MySQL Boulevard;Woodridge;57587;4,07219E+11;WILLIAM SATTERFIELD;WILLIAM.SATTERFIELD@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;2.99;30/5/2005;15/2/2006;;;;
872;30/5/2005;2005;5;2;STRANGELOVE DESIRE;A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park;2006;English;NULL;4;NC-17;47 MySakila Drive;Lethbridge;841;50898428626;ALLAN CORNISH;ALLAN.CORNISH@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;3.99;30/5/2005;15/2/2006;;;;
873;30/5/2005;2005;5;2;ZHIVAGO CORE;A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;22025;4,09315E+11;AARON SELBY;AARON.SELBY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;7/6/2005;2.99;30/5/2005;15/2/2006;;;;
874;30/5/2005;2005;5;2;BLADE POLISH;A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station;2006;English;NULL;5;PG-13;28 MySQL Boulevard;Woodridge;4166;6,80428E+11;JULIE SANCHEZ;JULIE.SANCHEZ@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;0.99;30/5/2005;15/2/2006;;;;
875;30/5/2005;2005;5;2;FIDELITY DEVIL;A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat;2006;English;NULL;5;G;47 MySakila Drive;Lethbridge;49833;9,61371E+11;JOSE ANDREW;JOSE.ANDREW@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;6.99;30/5/2005;15/2/2006;;;;
876;30/5/2005;2005;5;2;FLATLINERS KILLER;A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft;2006;English;NULL;5;G;47 MySakila Drive;Lethbridge;19913;6,24138E+11;WALTER PERRYMAN;WALTER.PERRYMAN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;5.99;30/5/2005;15/2/2006;;;;
877;30/5/2005;2005;5;2;CRUELTY UNFORGIVEN;A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria;2006;English;NULL;7;G;47 MySakila Drive;Lethbridge;45844;3,80658E+11;MARGARET MOORE;MARGARET.MOORE@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;0.99;30/5/2005;15/2/2006;;;;
878;30/5/2005;2005;5;2;UPTOWN YOUNG;A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park;2006;English;NULL;5;PG;47 MySakila Drive;Lethbridge;54949;8,69052E+11;MATTHEW MAHAN;MATTHEW.MAHAN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;5.99;30/5/2005;15/2/2006;;;;
879;30/5/2005;2005;5;2;TALENTED HOMICIDE;A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat;2006;English;NULL;6;PG;28 MySQL Boulevard;Woodridge;71182;6,84529E+11;MAURICE CRAWLEY;MAURICE.CRAWLEY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;5/6/2005;0.99;30/5/2005;15/2/2006;;;;
880;30/5/2005;2005;5;2;HANDICAP BOONDOCK;A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;70664;3,66777E+11;LEON BOSTIC;LEON.BOSTIC@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;0.99;30/5/2005;15/2/2006;;;;
881;30/5/2005;2005;5;2;CENTER DINOSAUR;A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California;2006;English;NULL;5;PG;47 MySakila Drive;Lethbridge;28349;8,90284E+11;GLENDA FRAZIER;GLENDA.FRAZIER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;4.99;30/5/2005;15/2/2006;;;;
882;30/5/2005;2005;5;2;STAR OPERATION;A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank;2006;English;NULL;5;PG;28 MySQL Boulevard;Woodridge;41060;5,53452E+11;DAN PAINE;DAN.PAINE@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;2.99;30/5/2005;15/2/2006;;;;
883;30/5/2005;2005;5;2;JUMPING WRATH;A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin;2006;English;NULL;4;NC-17;47 MySakila Drive;Lethbridge;30586;2,80579E+11;DANNY ISOM;DANNY.ISOM@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;7/6/2005;4.99;30/5/2005;15/2/2006;;;;
884;30/5/2005;2005;5;2;TIES HUNGER;A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat;2006;English;NULL;3;R;47 MySakila Drive;Lethbridge;81766;4,07752E+11;DONNA THOMPSON;DONNA.THOMPSON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;4.99;30/5/2005;15/2/2006;;;;
885;30/5/2005;2005;5;2;CHEAPER CLYDE;A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan;2006;English;NULL;6;G;28 MySQL Boulevard;Woodridge;85505;9,1409E+11;JOAN COOPER;JOAN.COOPER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;0.99;30/5/2005;15/2/2006;;;;
886;30/5/2005;2005;5;2;VOLCANO TEXAS;A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback;2006;English;NULL;6;NC-17;47 MySakila Drive;Lethbridge;8816;7,37229E+11;PHILIP CAUSEY;PHILIP.CAUSEY@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;0.99;30/5/2005;15/2/2006;;;;
887;30/5/2005;2005;5;2;MOSQUITO ARMAGEDDON;A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan;2006;English;NULL;6;G;47 MySakila Drive;Lethbridge;54308;9,49312E+11;SANDRA MARTIN;SANDRA.MARTIN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;0.99;30/5/2005;15/2/2006;;;;
888;30/5/2005;2005;5;2;BOOGIE AMELIE;A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico;2006;English;NULL;6;R;47 MySakila Drive;Lethbridge;4999;9,73047E+11;MARJORIE TUCKER;MARJORIE.TUCKER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;6/6/2005;5.99;30/5/2005;15/2/2006;;;;
889;30/5/2005;2005;5;2;ENOUGH RAGING;A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert;2006;English;NULL;7;NC-17;28 MySQL Boulevard;Woodridge;24321;8,86636E+11;GRACE ELLIS;GRACE.ELLIS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;2.99;30/5/2005;15/2/2006;;;;
